"Choice","Indicator","Function","Value","Group","Community","Research.Question","Calculation"
"Supplier_trader_out_of_stock","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","1.79","Restocking challenges","C4121","RQ4","count and percentage"
"Supply_cannot_meet_demand_fast_enough","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","2","Restocking challenges","C4121","RQ4","count and percentage"
"Supply_cannot_meet_demand_fast_enough","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","3.57","Restocking challenges","C4121","RQ4","count and percentage"
"Damaged_roads_infrastructure","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","1","Restocking challenges","C4126","RQ4","count and percentage"
"Damaged_roads_infrastructure","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","1.27","Restocking challenges","C4126","RQ4","count and percentage"
"No_issues","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","28","Restocking challenges","C4126","RQ4","count and percentage"
"No_issues","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","35.44","Restocking challenges","C4126","RQ4","count and percentage"
"Price_inflation_cant_afford_restocking_etc","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","51","Restocking challenges","C4126","RQ4","count and percentage"
"Price_inflation_cant_afford_restocking_etc","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","64.56","Restocking challenges","C4126","RQ4","count and percentage"
"Road_closures_to_from_community","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","1","Restocking challenges","C4126","RQ4","count and percentage"
"Road_closures_to_from_community","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","1.27","Restocking challenges","C4126","RQ4","count and percentage"
"Supply_cannot_meet_demand_fast_enough","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","9","Restocking challenges","C4126","RQ4","count and percentage"
"Supply_cannot_meet_demand_fast_enough","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","11.39","Restocking challenges","C4126","RQ4","count and percentage"
"Border_crossings_closed","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","9","Restocking challenges","C4140","RQ4","count and percentage"
"Border_crossings_closed","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","15.25","Restocking challenges","C4140","RQ4","count and percentage"
"No_issues","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","47","Restocking challenges","C4140","RQ4","count and percentage"
"No_issues","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","79.66","Restocking challenges","C4140","RQ4","count and percentage"
"Price_inflation_cant_afford_restocking_etc","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","6","Restocking challenges","C4140","RQ4","count and percentage"
"Price_inflation_cant_afford_restocking_etc","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","10.17","Restocking challenges","C4140","RQ4","count and percentage"
"Supplier_trader_out_of_stock","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","2","Restocking challenges","C4140","RQ4","count and percentage"
"Supplier_trader_out_of_stock","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","3.39","Restocking challenges","C4140","RQ4","count and percentage"
"Supply_cannot_meet_demand_fast_enough","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","counts","1","Restocking challenges","C4140","RQ4","count and percentage"
"Supply_cannot_meet_demand_fast_enough","Q8_8_What_restocking_challenges_did_you_face_during_the_past_6_months","percentage","1.69","Restocking challenges","C4140","RQ4","count and percentage"
"At_my_shop","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","83","Where do you stock","C3871","RQ4","count and percentage"
"At_my_shop","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","70.34","Where do you stock","C3871","RQ4","count and percentage"
"In_a_shared_warehouse_with_other_traders","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","2","Where do you stock","C3871","RQ4","count and percentage"
"In_a_shared_warehouse_with_other_traders","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","1.69","Where do you stock","C3871","RQ4","count and percentage"
"In_a_warehouse_that_I_own","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","31","Where do you stock","C3871","RQ4","count and percentage"
"In_a_warehouse_that_I_own","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","26.27","Where do you stock","C3871","RQ4","count and percentage"
"In_a_warehouse_that_I_rent","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","2","Where do you stock","C3871","RQ4","count and percentage"
"In_a_warehouse_that_I_rent","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","1.69","Where do you stock","C3871","RQ4","count and percentage"
"At_my_shop","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","55","Where do you stock","C3947","RQ4","count and percentage"
"At_my_shop","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","56.12","Where do you stock","C3947","RQ4","count and percentage"
"In_a_warehouse_that_I_own","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","15","Where do you stock","C3947","RQ4","count and percentage"
"In_a_warehouse_that_I_own","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","15.31","Where do you stock","C3947","RQ4","count and percentage"
"In_a_warehouse_that_I_rent","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","28","Where do you stock","C3947","RQ4","count and percentage"
"In_a_warehouse_that_I_rent","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","28.57","Where do you stock","C3947","RQ4","count and percentage"
"At_my_shop","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","46","Where do you stock","C4121","RQ4","count and percentage"
"At_my_shop","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","82.14","Where do you stock","C4121","RQ4","count and percentage"
"In_a_shared_warehouse_with_other_traders","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","1","Where do you stock","C4121","RQ4","count and percentage"
"In_a_shared_warehouse_with_other_traders","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","1.79","Where do you stock","C4121","RQ4","count and percentage"
"In_a_warehouse_that_I_own","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","9","Where do you stock","C4121","RQ4","count and percentage"
"In_a_warehouse_that_I_own","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","16.07","Where do you stock","C4121","RQ4","count and percentage"
"At_my_home","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","2","Where do you stock","C4126","RQ4","count and percentage"
"At_my_home","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","2.53","Where do you stock","C4126","RQ4","count and percentage"
"At_my_shop","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","55","Where do you stock","C4126","RQ4","count and percentage"
"At_my_shop","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","69.62","Where do you stock","C4126","RQ4","count and percentage"
"In_a_warehouse_that_I_own","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","11","Where do you stock","C4126","RQ4","count and percentage"
"In_a_warehouse_that_I_own","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","13.92","Where do you stock","C4126","RQ4","count and percentage"
"In_a_warehouse_that_I_rent","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","11","Where do you stock","C4126","RQ4","count and percentage"
"In_a_warehouse_that_I_rent","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","13.92","Where do you stock","C4126","RQ4","count and percentage"
"At_my_shop","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","27","Where do you stock","C4140","RQ4","count and percentage"
"At_my_shop","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","45.76","Where do you stock","C4140","RQ4","count and percentage"
"In_a_warehouse_that_I_own","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","24","Where do you stock","C4140","RQ4","count and percentage"
"In_a_warehouse_that_I_own","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","40.68","Where do you stock","C4140","RQ4","count and percentage"
"In_a_warehouse_that_I_rent","Q8_9_Where_do_you_keep_most_of_your_stocks","counts","8","Where do you stock","C4140","RQ4","count and percentage"
"In_a_warehouse_that_I_rent","Q8_9_Where_do_you_keep_most_of_your_stocks","percentage","13.56","Where do you stock","C4140","RQ4","count and percentage"
"a1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","62","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"a1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","52.54","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","27","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","22.88","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","11","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","9.32","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"Less_than_1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","18","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"Less_than_1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","15.25","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"a1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","42","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","42.86","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","23","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","23.47","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","2","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","2.04","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"dont_know","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","8","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"dont_know","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","8.16","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"Less_than_1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","23","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"Less_than_1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","23.47","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"a1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","14","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","25","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","9","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","16.07","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","2","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","3.57","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"Between_3_and_4_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","1","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"Between_3_and_4_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","1.79","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"Less_than_1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","30","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"Less_than_1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","53.57","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"a1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","31","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","39.24","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","2","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","2.53","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","1","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","1.27","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"Less_than_1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","45","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"Less_than_1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","56.96","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"a1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","13","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"a1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","22.03","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","3","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"Between_1_and_2_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","5.08","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","1","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"Between_2_and_3_weeks","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","1.69","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"Less_than_1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","counts","42","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"Less_than_1_week","Q8_2_If_your_customers_current_demand_for_food_items_is_doubled_how_long_would_your_current_food_stocks_last","percentage","71.19","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"no","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","counts","3","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"no","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","percentage","2.54","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"yes","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","counts","115","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"yes","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","percentage","97.46","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"yes","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","counts","98","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"yes","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","percentage","100","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"no","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","counts","1","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"no","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","percentage","1.79","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"yes","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","counts","55","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"yes","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","percentage","98.21","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"yes","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","counts","79","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"yes","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","percentage","100","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"no","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","counts","6","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"no","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","percentage","10.17","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"yes","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","counts","53","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"yes","Q8_3_Are_most_of_your_suppliers_for_food_items_geographically_located_in_the_same_area","percentage","89.83","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","6","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","7.06","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","13","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","15.29","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_crossborder","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","1","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_crossborder","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","1.18","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_the_same_community","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","65","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_the_same_community","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","76.47","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","10","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","12.66","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"From_another_sub_district_in_this_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","22","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"From_another_sub_district_in_this_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","27.85","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"From_the_same_community","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","47","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"From_the_same_community","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","59.49","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","2","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","4.88","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"From_the_same_community","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","39","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"From_the_same_community","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","95.12","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","4","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","7.27","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"From_the_same_community","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","51","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"From_the_same_community","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","92.73","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","5","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","12.2","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","17","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","41.46","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_another_sub_district_in_this_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","10","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_another_sub_district_in_this_district","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","24.39","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_the_same_community","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","counts","9","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_the_same_community","Q8_4_For_dry_food_items_where_did_most_of_your_supply_come_from","percentage","21.95","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","5","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","14.71","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","10","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","29.41","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_the_same_community","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","19","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_the_same_community","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","55.88","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"From_the_same_community","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","23","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"From_the_same_community","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","100","Supply chain conditions and barriers","C3947","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","2","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"From_another_community_in_this_sub_district","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","11.11","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","1","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","5.56","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"From_the_same_community","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","15","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"From_the_same_community","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","83.33","Supply chain conditions and barriers","C4121","RQ4","count and percentage"
"From_the_same_community","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","28","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"From_the_same_community","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","100","Supply chain conditions and barriers","C4126","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","12","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_another_district_in_this_governorate","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","63.16","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_another_sub_district_in_this_district","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","1","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_another_sub_district_in_this_district","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","5.26","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_the_same_community","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","counts","6","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"From_the_same_community","Q8_5_For_fresh_food_items_where_did_most_of_your_supply_come_from","percentage","31.58","Supply chain conditions and barriers","C4140","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","counts","23","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
"a1_to_3_suppliers","Q8_6_On_how_many_dry_food_items_suppliers_does_your_business_rely_upon","percentage","27.06","Supply chain conditions and barriers","C3871","RQ4","count and percentage"
